show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s6494,Movie,Class of '61,Gregory Hoblit,"Christien Anholt, Andre Braugher, Dan Futterman, Josh Lucas, Clive Owen, Sophie Ward, Sue-Ann Leeds, Laura Linney",United States,"April 1, 2018",1993,TV-PG,91 min,Dramas,"As the Civil War looms, a runaway slave seeks freedom, and West Point cadets find their camaraderie shattered as they choose between North or South."
s6495,Movie,Class Rank,Eric Stoltz,"Olivia Holt, Skyler Gisondo, Kristin Chenoweth, Bruce Dern, Nick Krause, Kathleen Chalfant, Peter Maloney, Rod McLachlan, Hawn Tran, Danni Wang",United States,"September 18, 2018",2018,TV-MA,103 min,Comedies,"When her class rank threatens her college plans, an ambitious teen convinces a nerdy peer to run for the school board to abolish the ranking system."
s6497,Movie,Cleopatra Jones,Jack Starrett,"Tamara Dobson, Bernie Casey, BrendaSykes, Esther Rolle, Shelley Winters",United States,"November 1, 2019",1973,PG,89 min,"Action & Adventure, Classic Movies","A stylin' special agent chases down drug lords and does her part to stop trafficking. Soon, she finds herself seeking revenge on a dealer."
s6502,Movie,Cloud Atlas,"Lilly Wachowski, Lana Wachowski, Tom Tykwer","Tom Hanks, Halle Berry, Jim Broadbent, Hugo Weaving, Jim Sturgess, Doona Bae, Ben Whishaw, Keith David, James D'Arcy, Zhou Xun","Germany, United States, Hong Kong, Singapore","August 1, 2017",2012,R,172 min,"Action & Adventure, Cult Movies, Dramas","In this star-studded drama, six seemingly disparate stories explore the complicated links that humanity shares through the generations."
s6503,Movie,Clouds of Sils Maria,Olivier Assayas,"Juliette Binoche, Kristen Stewart, Chloë Grace Moretz, Lars Eidinger, Johnny Flynn, Angela Winkler, Hanns Zischler, Brady Corbet","France, Germany, Switzerland","February 12, 2017",2014,R,124 min,"Dramas, International Movies","A middle-aged actress is cast in a film adaptation of the play that made her famous 20 years earlier, but in a much less glamorous role."
s6511,Movie,Coach Carter,Thomas Carter,"Samuel L. Jackson, Rob Brown, Robert Ri'chard, Rick Gonzalez, Nana Gbewonyo, Antwon Tanner, Channing Tatum, Ashanti, Texas Battle, Denise Dowse, Debbi Morgan","United States, Germany","January 1, 2020",2005,PG-13,137 min,"Dramas, Sports Movies",Controversial basketball coach Ken Carter puts school before sports and benches his undefeated high school team for poor academic performance.
s6512,Movie,Code Name: The Cleaner,Les Mayfield,"Cedric the Entertainer, Lucy Liu, Nicollette Sheridan, Mark Dacascos, Callum Keith Rennie, DeRay Davis, Niecy Nash, Will Patton",United States,"November 1, 2019",2007,PG-13,91 min,"Action & Adventure, Comedies",A mild-mannered janitor duped into believing he's an undercover agent stumbles into an international arms ring plot involving the CIA and the FBI.
s6517,Movie,Colonia,Florian Gallenberger,"Emma Watson, Daniel Brühl, Michael Nyqvist, Richenda Carey, Vicky Krieps, Jeanne Werner, Julian Ovenden, August Zirner, Martin Wuttke, Stefan Merki","Germany, France, Luxembourg, United Kingdom, United States","July 14, 2018",2015,R,110 min,"Dramas, Independent Movies, International Movies","When her boyfriend is caught up in a Chilean coup, a young woman tries to free him from a prison camp posing as a commune by joining it voluntarily."
s6519,Movie,Come and Find Me,Zack Whedon,"Aaron Paul, Annabelle Wallis, Garret Dillahunt, Chris Chalk, Zachary Knighton, Enver Gjokaj, Michael Kopsa, Terry Chen","Canada, United States, United Kingdom","September 18, 2019",2016,R,112 min,"Dramas, Thrillers","When his photographer girlfriend vanishes, an L.A. graphic designer starts his own investigation and uncovers a web of deceit, crime and corruption."
s6524,Movie,Compulsion,Craig Goodwill,"Analeigh Tipton, Jakob Cedergren, Marta Gastini, Jan Bijvoet, Anita Kravos, Valentin Merlet","United Kingdom, Canada, Italy","October 4, 2018",2016,TV-MA,84 min,"Dramas, Thrillers","Lured to a majestic, remote villa by an old lover, an erotic novelist finds herself falling for a mysterious woman and descending into a moral abyss."
s6527,Movie,Concussion,Stacie Passon,"Robin Weigert, Maggie Siff, Johnathan Tchaikovsky, Ben Shenkman, Janel Moloney, Emily Kinney",United States,"August 2, 2018",2013,R,96 min,"Dramas, Independent Movies, LGBTQ Movies","A lesbian housewife, feeling trapped in a stale marriage, begins visiting female prostitutes and soon seeks excitement by becoming a sex worker."
s6534,Movie,Cool Hand Luke,Stuart Rosenberg,"Paul Newman, George Kennedy, J.D. Cannon, Lou Antonio, Robert Drivas, Strother Martin, Jo Van Fleet, Harry Dean Stanton, Dennis Hopper, Joe Don Baker, James Gammon, Wayne Rogers",United States,"January 1, 2021",1967,TV-14,127 min,"Classic Movies, Dramas","Luke Jackson likes to do things his own way, which leads to a world of hurt when he ends up in a prison camp – and on the wrong side of its warden."
s6535,Movie,Cop and a Half: New Recruit,Jon Rosenbaum,"Lou Diamond Phillips, Lulu Wilson, Giles Panton, Janet Kidder, Michael Coleman, Wallace Shawn, Gina Holden, Jordyn Ashley Olson, Vincent Tong, Reese Alexander",Canada,"August 17, 2017",2017,PG,96 min,"Children & Family Movies, Comedies",A world-weary detective is forced to team up with a 12-year-old who thinks she's a cop in order to solve a case that's baffled police.
s6549,Movie,Dad,Gary David Goldberg,"Jack Lemmon, Ted Danson, Olympia Dukakis, Kathy Baker, Kevin Spacey, Ethan Hawke, Zakes Mokae, J.T. Walsh, Peter Michael Goetz, John Apicella, Richard McGonagle, Bill Morey, Mary Fogarty",United States,"April 1, 2018",1989,PG,117 min,Dramas,"Family bonds are revived after a father is diagnosed with cancer in this bittersweet drama. Dutiful son John cares for his aging father, Jake, but not without complaint."
s6551,Movie,Daddy Day Care,Steve Carr,"Eddie Murphy, Jeff Garlin, Steve Zahn, Regina King, Anjelica Huston, Kevin Nealon, Jonathan Katz, Siobhan Fallon Hogan, Lisa Edelstein, Lacey Chabert, Laura Kightlinger, Leila Arcieri",United States,"January 1, 2019",2003,PG,93 min,"Children & Family Movies, Comedies","When a conscientious father loses his lucrative dot-com job and faces economic ruin, he joins two friends in opening a business called Daddy Day Care."
s6556,Movie,Dallas Buyers Club,Jean-Marc Vallée,"Matthew McConaughey, Jennifer Garner, Jared Leto, Denis O'Hare, Steve Zahn, Michael O'Neill, Dallas Roberts, Griffin Dunne, Kevin Rankin, Donna DuPlantier",United States,"January 16, 2018",2013,R,117 min,"Dramas, Independent Movies, LGBTQ Movies","Refusing to accept a death sentence from his doctor after being diagnosed with AIDS in 1986, Ron Woodroof smuggles medications from abroad."
s6558,Movie,Dance Academy: The Comeback,Jeffrey Walker,"Xenia Goodwin, Alicia Banit, Dena Kaplan, Jordan Rodrigues, Keiynan Lonsdale, Thomas Lacey, Tara Morice, Miranda Otto","Germany, Australia","July 2, 2018",2017,TV-PG,100 min,"Dramas, International Movies","In this adaptation of the TV series, Tara recovers from injury and pursues a career in the U.S., where she grapples with love and professional rejection."
s6559,Movie,Dancing Quietly,Philipp Eichholtz,"Martina Schöne-Radunski, Hans-Heinrich Hardt, Sebastian Fräsdorf, Claudia Jacob, Deleila Piasko, Tobias Borchers, Ruth Bickelhaupt",Germany,"April 1, 2017",2016,TV-MA,70 min,"Dramas, Independent Movies, International Movies","After years of battling a deep depression, a young woman attempts to pass an important exam with the help of a fellow student."
s6563,Movie,Dante's Peak,Roger Donaldson,"Pierce Brosnan, Linda Hamilton, Elizabeth Hoffman, Jamie Renée Smith, Jeremy Foley, Charles Hallahan, Grant Heslov, Kirk Trutner, Arabella Field, Tzi Ma",United States,"September 1, 2019",1997,PG-13,108 min,Action & Adventure,"When a volcanologist comes to investigate the recent rumblings of a dormant volcano, a massive eruption has everyone in town fighting for their lives."
s6567,Movie,Dark Places,Gilles Paquet-Brenner,"Charlize Theron, Nicholas Hoult, Chloë Grace Moretz, Tye Sheridan, Sterling Jerins, Corey Stoll, Christina Hendricks, Drea de Matteo, Sean Bridgers, Andrea Roth","United States, United Kingdom, France","July 26, 2018",2015,R,113 min,"Dramas, International Movies, Thrillers","Years after surviving a brutal crime as a child, Libby Day comes to believe that the brother she testified against for committing it may be innocent."
s6571,Movie,Daughters of the Dust,Julie Dash,"Cora Lee Day, Alva Rogers, Barbarao, Trula Hoosier, Adisa Anderson, Kaycee Moore, Bahni Turpin, Cheryl Lynn Bruce, Tommy Redmond Hicks, Cornell Royal","United Kingdom, United States","June 10, 2017",1991,NR,112 min,"Classic Movies, Dramas, Independent Movies",An African American Gullah family leaves their coastal island home in 1902 and risks losing their culture to start a new life on the U.S. mainland.
s6574,Movie,Dayveon,Amman Abbasi,"Devin Blackmon, Dontrell Bright, Kordell ""KD"" Johnson, Lachion Buckingham, Chasity Moore, Marquell Manning, Shavidee Trotter, Maurice Everett",United States,"January 11, 2018",2017,TV-MA,76 min,"Dramas, Independent Movies","Following the shooting death of his older brother, a depressed and aimless 13-year-old boy falls in with a gang in rural Arkansas."
s6575,Movie,De Film van Dylan Haegens,"Dylan Haegens, Bas van Teylingen","Dylan Haegens, Nick Golterman, Marit Brugman, Ilse Warringa, Teun Peters, Patrick Stoof, Rick Vermeulen, Rico Verhoeven",Netherlands,"April 17, 2019",2018,TV-PG,81 min,"Comedies, International Movies",A YouTuber becomes obsessed with figuring out how his copycat archnemesis manages to steal all of his ideas.
s6579,Movie,Deadly Scholars,Danny J. Boyle,"Kennedy Lea Slocum, Corey Fogelmanis, Alexa Mansour, Peyton Clark, Sheryl Lee, Sherri Saum, Eric Stanton Betts, Paris Berelc, Pedro Correa, Alissa Latow",United States,"February 15, 2019",2018,TV-14,86 min,"Dramas, Thrillers","After a series of strange deaths, a high school reporter tries to pin down the killer who's targeting students eligible for a prestigious scholarship."
s6580,Movie,Dean,Demetri Martin,"Demetri Martin, Kevin Kline, Gillian Jacobs, Rory Scovel, Ginger Gonzaga, Reid Scott, Mary Steenburgen, Briga Heelan, Christine Woods, Peter Scolari",United States,"March 15, 2020",2016,PG-13,94 min,"Comedies, Dramas, Independent Movies","As his father takes steps to move on, a New Yorker grieving his mom's death visits Los Angeles where new possibilities may bring him out of his funk."
s6582,Movie,Dear Dracula,Chad Van De Keere,"Nathan Gamble, Ray Liotta, Emilio Estevez, Ariel Winter, Matthew Lillard, Yuri Lowenthal, Marion Ross, Tara Strong",United States,"February 18, 2016",2012,TV-Y7-FV,43 min,"Children & Family Movies, Comedies","When he gets a fan letter from a young monster movie buff, Dracula visits him and soon has a new friend helping him to get his confidence back."
s6584,Movie,Death at a Funeral,Neil LaBute,"Chris Rock, Martin Lawrence, Tracy Morgan, Danny Glover, James Marsden, Luke Wilson, Zoe Saldana, Regina Hall, Columbus Short, Peter Dinklage, Kevin Hart, Loretta Devine, Regine Nehy, Keith David, Ron Glass",United States,"August 1, 2020",2010,R,93 min,Comedies,"When a Los Angeles family's patriarch dies, his dutiful eldest son plans the funeral – which becomes a fiasco thanks to a colorful cast of attendees."
s6586,Movie,Deathgrip,Clay Porter,"Brendan Fairclough, Olly Wilkins, Kyle Jameson, Andrew Neethling, Nico Vink, Ryan Howard, Sam Hill, Josh Bryceland, Brandon Semenuk",United Kingdom,"March 1, 2018",2017,TV-MA,53 min,"International Movies, Sports Movies",Mountain bikers – including legend Brendan Fairclough – put their skills to the test and engage in daring feats set against vivid backdrops.
s6593,Movie,Den of Thieves,Christian Gudegast,"Gerard Butler, Pablo Schreiber, O'Shea Jackson Jr., 50 Cent, Meadow Williams, Maurice Compte, Brian Van Holt, Evan Jones, Mo McRae, Kaiwi Lyman",United States,"May 1, 2020",2018,R,140 min,Action & Adventure,A highly skilled crew of bank robbers plotting a heist at the supposedly impenetrable Federal Reserve faces off against an elite unit of L.A. cops.
s6594,Movie,Denis Leary: No Cure For Cancer,Ted Demme,Denis Leary,United States,"August 8, 2017",1992,R,62 min,Stand-Up Comedy,"In the stand-up performance that made him a legend, comedian Denis Leary caustically holds forth on nonsmokers, vegetarians and other undesirables."
s6598,Movie,Detour,Christopher Smith,"Tye Sheridan, Bel Powley, Emory Cohen, Gbenga Akinnagbe, Jared Abrahamson, John Lynch, Stephen Moyer","United Kingdom, South Africa","May 25, 2017",2016,R,97 min,Thrillers,"Convinced his stepfather caused the crash that left his mother in a coma, a law student drunkenly agrees to his murder, then can't rescind the deal."
s6640,Movie,Dr. Seuss' The Cat in the Hat,Bo Welch,"Mike Myers, Alec Baldwin, Kelly Preston, Dakota Fanning, Spencer Breslin, Amy Hill, Sean Hayes, Dan Castellaneta",United States,"May 1, 2019",2003,PG,82 min,"Children & Family Movies, Comedies","While Mom is away, a bored little boy and girl are visited by the Cat in the Hat, who proceeds to turn the house into the ""mother of all messes."""
s6642,Movie,Dragonheart,Rob Cohen,"Sean Connery, Dennis Quaid, David Thewlis, Pete Postlethwaite, Dina Meyer, Jason Isaacs, Brian Thompson, Julie Christie",United States,"January 1, 2020",1996,PG-13,103 min,"Action & Adventure, Sci-Fi & Fantasy","In ancient times when majestic fire-breathers soared through the skies, a knight comes face to face and heart to heart with the last dragon on Earth."
s6643,Movie,Dragonheart 3: The Sorcerer,Colin Teague,"Julian Morris, Tamzin Merchant, Ben Kingsley, Jassa Ahluwalia, Jonjo O'Neill, Dominic Mafham, Roger Ashton-Griffiths, Jake Curran, Duncan Preston, Ozama Oancea",United States,"January 1, 2020",2015,PG-13,97 min,"Action & Adventure, Sci-Fi & Fantasy","When an aspiring knight crosses paths with a dragon, the two form an unlikely alliance in a high-stakes battle against a malicious sorcerer."
s6644,Movie,Dragonheart: A New Beginning,Doug Lefler,"Christopher Masterson, Harry Van Gorkum, Rona Figueroa, Matt Hickey, Henry O, Tom Burke, Robby Benson, Ken Shorter, John Woodnutt, Lubomir Misak",United States,"January 1, 2020",2000,PG,84 min,"Action & Adventure, Sci-Fi & Fantasy","This sequel introduces Draco the dragon's offspring, Drake, who dreams of becoming a knight and teams up with a stable boy to master his skills."
s6645,Movie,Dragonheart: Battle for the Heartfire,Patrik Syversen,"Tom Rhys Harries, Jessamine-Bliss Bell, Patrick Stewart, André Eriksen, Richard Cordery, Martin Hutson, Turlough Convery, Delroy Brown, Tamzin Merchant",United States,"June 13, 2017",2017,PG-13,98 min,"Action & Adventure, Sci-Fi & Fantasy","When the king of Brittania dies, the dragon who shares his heart must find a new ruler, but the monarch's grandchildren go to war over the throne."
s6654,Movie,Dukhtar,Afia Nathaniel,"Samiya Mumtaz, Mohib Mirza, Saleha Aref, Asif Khan, Adnan Shah, Ajab Gul, Abdullah Jan, Samina Ahmad, Omair Rana, Zeeshan Shafa","Pakistan, Norway, United States","September 1, 2016",2014,TV-14,93 min,"Dramas, Independent Movies, International Movies",A young mother embarks on a desperate quest for freedom when she kidnaps her 10-year-old daughter to save her from a tribal marriage.
s6656,Movie,Dumb and Dumberer: When Harry Met Lloyd,Troy Miller,"Eric Christian Olsen, Derek Richardson, Rachel Nichols, Cheri Oteri, Luis Guzmán, Elden Henson, William Lee Scott, Mimi Rogers, Eugene Levy",United States,"October 1, 2019",2003,PG-13,85 min,Comedies,This wacky prequel to the 1994 blockbuster goes back to the lame-brained title characters' days as classmates at a Rhode Island high school.
s6658,Movie,Earth to Echo,Dave Green,"Teo Halm, Astro, Reese Hartwig, Ella Wahlestedt, Jason Gray-Stanford, Algee Smith, Cassius Willis, Sonya Leslie, Kerry O'Malley, Virginia Louise Smith, Peter Mackenzie, Valerie Wildman",United States,"October 1, 2019",2014,PG,91 min,"Children & Family Movies, Sci-Fi & Fantasy","When a construction project begins in their neighborhood, four friends start receiving bizarre encoded text messages on their cell phones."
s6666,Movie,Eddie Murphy: Delirious,Bruce Gowers,Eddie Murphy,United States,"April 15, 2018",1983,TV-MA,69 min,Stand-Up Comedy,"Flashing the wild stand-up comedy that made him a household name, Eddie Murphy unleashes uncensored observations and parodies in this 1983 live show."
s6671,Movie,El último testigo,Philipp Stölzl,"Aaron Eckhart, Liana Liberato, Olga Kurylenko, Garrick Hagon, Eric Godon, Yassine Fadel, Neil Napier, David Bark-Jones, Alexander Fehling, Nick Alachiotis, Jade Hassouné","United States, Canada, Belgium, United Kingdom","February 4, 2018",2012,R,105 min,Action & Adventure,A security expert and ex-CIA agent living in Belgium must go on the run with his estranged teen daughter when they're both marked for assassination.
s6681,Movie,Elephants Dream 4 Hour,Bassam Kurdali,"Cas Jansen, Tygo Gernandt",Netherlands,"August 23, 2018",2006,TV-MA,196 min,"International Movies, Sci-Fi & Fantasy","Friends Proog and Emo live in a capricious, seemingly infinite machine with a sinister purpose in this experimental computer-animated short."
s6697,Movie,End of Watch,David Ayer,"Jake Gyllenhaal, Michael Peña, Natalie Martinez, Anna Kendrick, David Harbour, Frank Grillo, America Ferrera, Cle Sloan, Jaime FitzSimons, Cody Horn, Shondrella Avery, America Ferrara",United States,"November 23, 2019",2012,R,109 min,Action & Adventure,"Officers Taylor and Zavala patrol the streets of South Central Los Angeles, an area of the city ruled by gangs and riddled with drug violence."
s6702,Movie,Enter the Dragon,Robert Clouse,"Bruce Lee, John Saxon, Jim Kelly, Ahna Capri, Kien Shih, Robert Wall, Angela Mao, Betty Chung, Geoffrey Weeks, Bolo Yeung, Peter Archer","Hong Kong, United States","January 1, 2021",1973,R,103 min,"Action & Adventure, Classic Movies","Recruited by a British agent, Shaolin master Lee infiltrates a remote island and a brutal martial arts tournament to spy on a sinister crime lord."
s6704,Movie,Equilibrium,Kurt Wimmer,"Christian Bale, Emily Watson, Taye Diggs, Angus Macfadyen, Sean Bean, Sean Pertwee, Matthew Harbour, William Fichtner",United States,"June 8, 2019",2002,R,107 min,"Action & Adventure, Dramas, Sci-Fi & Fantasy","In a dystopian future, a totalitarian regime maintains peace by subduing the populace with a drug, and displays of emotion are punishable by death."
s6705,Movie,"Escape from the ""Liberty"" Cinema",Wojciech Marczewski,"Janusz Gajos, Zbigniew Zamachowski, Teresa Marczewska, Piotr Fronczewski, Władysław Kowalski, Michał Bajor, Jan Peszek, Jerzy Bińczycki",Poland,"October 1, 2019",1990,TV-MA,88 min,"Comedies, Dramas, Independent Movies","Artistic rebellion ignites at the movies when film characters suddenly speak freely to the audience, prompting a surly censor to combat the uprising."
s6709,Movie,Euphoria,Valeria Golino,"Riccardo Scamarcio, Valerio Mastandrea, Isabella Ferrari, Valentina Cervi, Jasmine Trinca, Andrea Germani, Marzia Ubaldi, Iaia Forte",Italy,"November 1, 2019",2018,R,110 min,"Dramas, International Movies, LGBTQ Movies","An entrepreneur prone to partying and his estranged brother, a teacher resigned to a humdrum life, begin to bond under fragile circumstances."
s6716,Movie,Evolution,Ivan Reitman,"David Duchovny, Julianne Moore, Orlando Jones, Seann William Scott, Ted Levine, Ethan Suplee, Michael Bower, Pat Kilbane, Ty Burrell, Dan Aykroyd",United States,"November 20, 2019",2001,PG-13,102 min,"Comedies, Sci-Fi & Fantasy","After two community college geology professors discover microscopic alien life-forms on a meteorite, the military and government become involved."
s6720,Movie,Executive Decision,Stuart Baird,"Kurt Russell, Halle Berry, John Leguizamo, Oliver Platt, Steven Seagal, Joe Morton, David Suchet, BD Wong, Len Cariou, Whip Hubley",United States,"November 1, 2019",1996,R,133 min,Action & Adventure,"When terrorists hijack a 747 and turn it into a nerve gas bomb aimed at Washington, D.C., commandos use an experimental plane to try to stop them."
s6723,Movie,Exit Wounds,Andrzej Bartkowiak,"Steven Seagal, DMX, Isaiah Washington, Anthony Anderson, Michael Jai White, Bill Duke, Jill Hennessy, Tom Arnold, Bruce McGill, David Vadim, Eva Mendes",United States,"October 1, 2019",2001,R,101 min,Action & Adventure,Maverick cop Orin Boyd joins forces with an unlikely ally in gangster Latrell Walker to take down a group of dirty Detroit cops.
s6724,Movie,Expo,Joseph Mbah,"Derek Davenport, Amelia Haberman, Shepsut Wilson, Titus Covington, Hayley Vrana, Michael Alvarez, Richard Lippert, Alfoniso Lopez",United States,"August 29, 2019",2019,TV-14,81 min,"Action & Adventure, Dramas, Independent Movies","Mistakenly accused of kidnapping, a veteran soldier leaves a trail of broken bad guys in his wake as he tries to rescue a teen sex trafficking victim."
s6731,Movie,Face 2 Face,Matt Toronto,"Daniela Bobadilla, Daniel Amerman, Kevin McCorkle, Mary Gordon Murray, Emily Jordan, Karrie Cox, Nicholas James Reilly, Enspirit, Sheldon A. Smith, Michael Soulema",United States,"January 15, 2018",2017,TV-MA,89 min,"Dramas, Independent Movies","Two former friends, who now live far apart, learn about each other's insecurities and secrets over a series of video chats."
s6735,Movie,Fall Girls,Chris Stokes,"Amara La Negra, Erica Hubbard, Joely Fisher, Paris Phillips, Erica Peeples, Tami Roman, Alfred Thomas II, J-Boog, Hunter Ives, Dylan Mooney",United States,"January 1, 2020",2019,TV-14,80 min,Comedies,"Following a night of hard partying that left their tycoon boss dead, four women try to keep it a secret in hopes of closing a billion-dollar deal."
s6736,Movie,Fallen,Gregory Hoblit,"Denzel Washington, John Goodman, Donald Sutherland, Embeth Davidtz, James Gandolfini, Elias Koteas, Gabriel Casseus, Michael J. Pagan, Robert Joy",United States,"November 1, 2019",1998,R,124 min,Thrillers,A tough homicide cop faces his most dangerous assignment when he must stop a murderous evil spirit who can move from one host to the next.
s6737,Movie,Familiye,"Sedat Kirtan, Kubilay Sarikaya","Kubilay Sarikaya, Arnel Taci, Muhammed Kirtan, Violetta Schurawlow, Burak Yiğit, Giwar Xatar Hajabi, Ridvan Kirtan, Ilhan Erdinc, Michael Hanemann, Sedat Kirtan",Germany,"May 1, 2019",2017,TV-MA,99 min,"Dramas, Independent Movies, International Movies","An ex-con struggles to take care of his two brothers, a gambling addict and a young man with Down syndrome, after being released from prison."
s6739,Movie,Fanatic,Keith L. Smith,"Denyce Lawton, Hosea Chanchez, Michelle Mitchenor, Darius McCrary, Shawne Merriman, Sticky Fingaz, Miguel A. Núñez Jr., Masika Kalysha, Zac Titus",United States,"August 24, 2019",2019,TV-14,91 min,Thrillers,"When a successful young rap star has an affair with an obsessive fan, his life is turned upside down when she kidnaps him."
s6744,Movie,Fear and Loathing in Las Vegas,Terry Gilliam,"Johnny Depp, Benicio Del Toro, Tobey Maguire, Ellen Barkin, Gary Busey, Christina Ricci, Mark Harmon, Cameron Diaz, Katherine Helmond, Michael Jeter, Craig Bierko, Lyle Lovett, Flea, Christopher Meloni, Harry Dean Stanton, Tim Thomerson",United States,"November 1, 2019",1998,R,118 min,"Comedies, Cult Movies, Dramas",A sportswriter and his Samoan lawyer embark on a hallucinogenic three-day romp from Los Angeles to Las Vegas in this counterculture cult favorite.
s6802,Movie,French Dirty,"Wade Allain-Marcus, Jesse Allain-Marcus","Wade Allain-Marcus, Arjun Gupta, Melina Lizette, Elsa Biedermann, Katie Blake, Santana Dempsey",United States,"February 4, 2016",2015,TV-MA,72 min,"Dramas, Independent Movies","An aimless, unemployed millennial hangs out with his pals and resists growing up, until an affair with his best friend's girl forces him to change."
s6809,Movie,From Paris with Love,Pierre Morel,"John Travolta, Jonathan Rhys Meyers, Kasia Smutniak, Richard Durden, Bing Yin, Amber Rose Revah, Eric Godon, François Bredon, Chems Dahmani, Sami Darr, Didier Constant","France, United Kingdom, United States","September 8, 2020",2010,R,93 min,"Action & Adventure, International Movies",A low-level intelligence agent gets pulled into action and espionage above his pay grade when he's ordered to assist a trigger-happy senior agent.
s6814,Movie,Frozen River,Courtney Hunt,"Melissa Leo, Misty Upham, Charlie McDermott, Michael O'Keefe, Mark Boone Junior, James Reilly, Jay Klaitz, John Canoe, Dylan Carusona, Michael Sky",United States,"July 1, 2019",2008,R,97 min,"Dramas, Independent Movies","On a Mohawk reservation on the Canadian border, Ray Eddy teams with a widowed tribe member to smuggle illegal immigrants into the United States."
s6815,Movie,Full Out,Sean Cisterna,"Jennifer Beals, Ana Golja, Art Hindle, Jake Epstein, Ramona Milano, Trevor Tordjman, Lamar Johnson, Asha Bromfield, Sarah Fisher","Canada, United States","September 1, 2016",2015,TV-PG,88 min,"Children & Family Movies, Dramas, Sports Movies","After a debilitating accident ends her Olympic dreams, gymnast Ariana Berlin finds recovery and hope in the world of hip-hop and college athletics."
s6817,Movie,Furie,Le Van Kiet,"Ngo Thanh Van, Phan Thanh Nhien, Mai Cat Vi, Thanh Hoa, Pham Anh Khoa",Vietnam,"September 25, 2019",2019,TV-MA,97 min,"Action & Adventure, Dramas, International Movies","When traffickers kidnap her daughter from their village, vengeful Hai Phuong returns to Saigon – and her outlaw roots – to take down the abductors."
s6818,Movie,Furthest Witness,Adam Del Giudice,"Aaron Stanford, Teri Reeves, Sean Patrick Flanery, Forrest Fyre, Steven Michael Quezada, Paul Blott, Travis Hammer, Ryan Begay, Jermaine Washington, Vincent McDaniel","United States, United Kingdom","April 24, 2019",2017,TV-MA,88 min,"Dramas, Thrillers","Kyle helps people disappear, but when a crazed killer starts hunting down his latest client, he has to decide what he's willing to do to keep her safe."
s6819,Movie,G-Force,Hoyt Yeatman,"Bill Nighy, Will Arnett, Zach Galifianakis, Kelli Garner, Tyler Patrick Jones, Piper Mackenzie Harris, Gabriel Casseus, Jack Conley, Niecy Nash, Justin Mentell, Nicolas Cage, Sam Rockwell, Jon Favreau, Penélope Cruz, Steve Buscemi, Tracy Morgan",United States,"March 15, 2019",2009,PG,88 min,"Children & Family Movies, Comedies","When a billionaire sets out to take over the world, only one special forces unit can handle the job – a squad of highly trained guinea pigs."
s6820,Movie,Gabriel and the Mountain,Fellipe Barbosa,"João Pedro Zappa, Caroline Abras, Alex Alembe, Leonard Siampala, Tony B. Lesika, John Goodluck, Rashidi Athuman, Toney Montana, George Ngandu, Rhosinah Sekeleti, Luke Mpata, Lewis Gadson, Manuela Pacq","Brazil, France","November 9, 2018",2017,TV-MA,132 min,"Dramas, Independent Movies, International Movies","In a drama based on a true story, Brazilian backpacker Gabriel Buchmann spends his gap year exploring Africa. Why does he die in the Malawi mountains?"
s6822,Movie,Gagarin: First in Space,Pavel Parkhomenko,"Yaroslav Zhalnin, Mikhail Filippov, Olga Ivanova, Vadim Michman, Vladimir Steklov, Viktor Proskurin, Nadezhda Markina, Daniil Vorobyov",Russia,"September 15, 2017",2013,TV-14,108 min,"Dramas, International Movies",This biopic of Russian cosmonaut Yuri Gagarin follows his rise from childhood poverty to his selection and training for the 1961 Vostok mission.
s6827,Movie,Gangs of New York,Martin Scorsese,"Leonardo DiCaprio, Daniel Day-Lewis, Cameron Diaz, Jim Broadbent, John C. Reilly, Henry Thomas, Liam Neeson, Brendan Gleeson, Gary Lewis, Stephen Graham","United States, Italy","August 20, 2019",2002,R,167 min,Dramas,"In the crime-ridden slums of New York in the 1860s, vengeful orphan Amsterdam Vallon joins the cutthroat gang of his father's killer, Bill the Butcher."
s6838,Movie,George of the Jungle 2,David Grossman,"Christopher Showerman, Julie Benz, Angus T. Jones, Thomas Haden Church, Christina Pickles, John Cleese, Michael Clarke Duncan, John Kassir, Kevin Greutert, Keith Scott","United States, Australia","December 20, 2016",2003,PG,87 min,"Children & Family Movies, Comedies","Now married and raising a son, clumsy ape-man George finds his jungle kingdom in peril as Really Mean Lion challenges him for the throne."
s6841,Movie,Get Santa,Christopher Smith,"Jodie Whittaker, Warwick Davis, Jim Broadbent, Stephen Graham, Nonso Anozie, Rafe Spall, Ewen Bremner, Matt King","United Kingdom, United States","December 12, 2014",2014,PG,103 min,"Children & Family Movies, Comedies","When Santa gets arrested for trespassing after crashing his sleigh, it's up to a father-son team to spring him from jail and save Christmas."
s6843,Movie,Get Smart,Peter Segal,"Steve Carell, Anne Hathaway, Dwayne Johnson, Alan Arkin, Terence Stamp, Terry Crews, David Koechner, James Caan, Masi Oka, Nate Torrence, Bill Murray",United States,"April 1, 2019",2008,PG-13,110 min,"Action & Adventure, Comedies","When the identities of secret agents are compromised, hapless Maxwell Smart teams with far more capable Agent 99 to thwart an evil terrorist group."
